打开QQ音乐 | com.tencent.qqmusic
今天天气怎么样 | sina.mobile.tianqitongletv
打开QQ空间 | com.tencent.mobileqq
打开音乐 | com.android.music
打开知乎收藏 | com.zhihu.android
打开微信公众号 | com.tencent.mm
打开知乎收藏 | com.zhihu.android
打开知乎live | com.zhihu.android
打开知乎live | com.zhihu.android
我想买机票 | ctrip.android.view
打开指南针 | com.letv.android.compass
嗯打开便签 | com.letv.android.note
打开球球大作战 | com.nevergiveup.snakeslither
我想买机票 | ctrip.android.view
用携程搜索酒店 | ctrip.android.view
十月十八日成都到北京的飞机 | ctrip.android.view
十月十八日北京到成都的火车 | ctrip.android.view
播放本地音乐 | com.android.music
查看天气 | sina.mobile.tianqitongletv
十一月十八日北京到成都的火车 | ctrip.android.view
十一月十八日成都到北京的火车 | ctrip.android.view
微信二维码付款 | com.tencent.mm
帮我订北京酒店 | ctrip.android.view
用蜻蜓FM听书 | fm.qingting.qtradio
虾米音乐搜索王菲 | fm.xiami.main
日出时间 | sina.mobile.tianqitongletv
进入直播分区 | tv.danmaku.bili
用哔哩哔哩动画搜索叉叉叉 | tv.danmaku.bili
打开下米音乐 | com.android.music
微信朋友圈 | com.tencent.mm
用虾米音乐搜索王菲 | fm.xiami.main
优酷我听书FM听书 | cn.kuwo.tingshu
用酷我听书fm听书 | cn.kuwo.tingshu
旺信查看物流助手 | com.alibaba.mobileim
用酷我听书fm听书 | cn.kuwo.tingshu
今天天气怎么样 | sina.mobile.tianqitongletv
清空浏览器历史 | com.android.browser
自拍照 | com.android.camera2
打开微信 | com.tencent.mm
拨打电话 | com.android.dialer
打开秒表 | com.android.deskclock
旺信查看物流助手 | com.alibaba.mobileim
打开淘宝 | com.taobao.taobao
望线查看联系人 | com.android.dialer
望线查看联系人 | com.android.dialer
旺信查看联系人 | com.alibaba.mobileim
我要看照片 | com.android.gallery3d
旺信查看联系人 | com.alibaba.mobileim
我要看照片 | com.android.gallery3d
旺信查看我关注的店铺 | com.alibaba.mobileim
播放音乐 | com.android.music
我要看照片 | com.android.gallery3d
唱首歌听 | com.android.music
打开QQ | com.tencent.mobileqq
播放我收藏的音乐 | com.android.music
播放我收藏的音乐 | com.android.music
播放本地音乐 | com.android.music
打开网易云音乐 | com.netease.cloudmusic
打开网易云音乐播放音乐 | com.android.music
用音乐播放新歌榜 | com.android.music
播放原创音乐榜 | com.android.music
打开微信 | com.tencent.mm
打开网易云音乐并播放音乐 | com.android.music
播放电台 | com.android.music
播放最近音乐 | com.android.music
帮我推荐几首歌 | com.android.music
播放热歌吧 | com.android.music
播放热歌榜 | com.android.music
按键设置 | com.android.settings
电池状况 | com.android.settings
打开快手 | com.smile.gifmaker
打开乐视视频 | com.letv.android.client
播放成都 | com.letv.android.client
滴滴出行 | com.sdu.didi.psnger
打开QQ | com.tencent.mobileqq
打开腾讯视频 | com.tencent.qqlive
用京东查中查看物流 | com.jingdong.app.mall
微信朋友圈 | com.tencent.mm
清理后台 | com.letv.android.supermanager
音乐 | com.android.music
打开QQ带字超发短信 | com.tencent.mobileqq
用QQ给志超发短信 | com.tencent.mobileqq
QQ | com.tencent.mobileqq
要跟紫薇园语音 | com.tencent.mobileqq
打开卡盟 | com.kayixin.kyx
清除后台应用 | com.letv.android.supermanager
打开管家 | com.letv.android.supermanager
打开管家的开机自启 | com.letv.android.supermanager
应用管理 | com.android.settings
打开乐桌面 | com.lenovo.launcher
打开列表桌面 | com.android.launcher3
用QQ音乐播放野子 | com.tencent.qqmusic
打开QQ空间 | com.tencent.mobileqq
打开我要当学霸 | com.secretlisa.xueba
打开应用商店查看下载 | com.letv.app.appstore
打开应用商店查看下载更新 | com.letv.app.appstore
用应用商店查看应用更新 | com.letv.app.appstore
打开应用商店更新应用 | com.letv.app.appstore
用QQ给只差发红包 | com.tencent.mobileqq
打开系统更新 | com.letv.android.ota
用QQ给自抄发红包 | com.tencent.mobileqq
用QQ给自超发红包 | com.tencent.mobileqq
放一首音乐 | com.android.music
用QQ给103发红包 | com.tencent.mobileqq
打开计算机 | com.android.calculator2
打开计算机 | com.android.calculator2
微信二维码付款 | com.tencent.mm
明天天气怎么样 | sina.mobile.tianqitongletv
看天气 | sina.mobile.tianqitongletv
用QQ音乐播放耶子 | com.tencent.qqmusic
打开支付宝马医生林 | com.eg.android.AlipayGphone
打开支付宝马医生 | com.eg.android.AlipayGphone
用QQ音乐查看我喜欢 | com.tencent.qqmusic
打开支付宝玛伊森林 | com.eg.android.AlipayGphone
我叫李打开支付宝吗 | com.eg.android.AlipayGphone
用QQ音乐播放我喜欢 | com.tencent.qqmusic
打开支付宝马伊丝灵 | com.eg.android.AlipayGphone
用QQ音乐播放超级快的 | com.tencent.qqmusic
清理一下后台 | com.letv.android.supermanager
打开微信 | com.tencent.mm
清理垃圾 | com.letv.android.supermanager
给我打开QQ | com.tencent.mobileqq
打开QQ | com.tencent.mobileqq
垃圾清理 | com.letv.android.supermanager
给我打开微信 | com.tencent.mm
播放音乐 | com.android.music
给我打开QQ音乐播放 | com.tencent.qqmusic
打开微信 | com.tencent.mm
打开微信 | com.tencent.mm
应用管理 | com.android.settings
设置字体大小幅 | com.android.settings
手机切换没英文 | com.android.settings
打开计算机 | com.android.calculator2
手机切换为中文 | com.android.settings
转到谷歌输入法 | com.android.settings
打开快速充电 | com.android.settings
打开热点 | com.android.settings
打开QQ | com.tencent.mobileqq
打开VPN | com.android.settings
打开微信 | com.tencent.mm
打开微信 | com.tencent.mm
打开微信 | com.tencent.mm
用高德地图导航到家 | com.autonavi.minimap
查看天气 | sina.mobile.tianqitongletv
用高德地图导航到家 | com.autonavi.minimap
播放歌曲 | com.android.music
播放歌曲 | com.android.music
启动微信 | com.tencent.mm
打开QQ | com.tencent.mobileqq
用高德地图导航到家 | com.autonavi.minimap
打开微信 | com.tencent.mm
打开QQ | com.tencent.mobileqq
用高德地图导航去公司 | com.autonavi.minimap
打开微信 | com.tencent.mm
打开QQ | com.tencent.mobileqq
打开微信 | com.tencent.mm
打开音乐 | com.android.music
打开QQ | com.tencent.mobileqq
电池状况 | com.android.settings
用高德地图搜索公园 | com.autonavi.minimap
用高德地图搜索公园 | com.autonavi.minimap
打开QQ给至少发短信 | com.tencent.mobileqq
打开问卷地图 | com.baidu.BaiduMap
给我打开QQ | com.tencent.mobileqq
微信抢红包 | com.ly.wechatluckymoney
快手打开快速找个打手服务 | com.smile.gifmaker
打开网易云音乐 | com.netease.cloudmusic
QQ付款 | com.tencent.mobileqq
打开天气 | sina.mobile.tianqitongletv
看看QQ | com.letv.android.client
打开微信 | com.tencent.mm
清理后台 | com.letv.android.supermanager
打开猎豹助手 | com.cleanmaster.mguard_cn
微信小程序 | com.tencent.mm
打开微信 | com.tencent.mm
明天下不下雨 | sina.mobile.tianqitongletv
查看天气 | sina.mobile.tianqitongletv
清理后台 | com.letv.android.supermanager
播放小黄人 | com.letv.android.client
播放小黄人 | com.letv.android.client
播放音乐 | com.android.music
播放本地音乐 | com.android.music
播放小黄人 | com.letv.android.client
打开QQ音乐 | com.tencent.qqmusic
追书神器 | com.ushaqi.zhuishushenqi
播放酷狗音乐 | com.kugou.android
播放酷狗音乐 | com.kugou.android
打开文件管理 | com.letv.android.filemanager
音乐 | com.android.music
清理后台 | com.letv.android.supermanager
打开暴风魔镜 | com.baofeng.mj
打开QQ | com.tencent.mobileqq
打开音乐 | com.android.music
打开QQ | com.tencent.mobileqq
打开影音先锋 | com.xfplay.play
打开管家 | com.letv.android.supermanager
微信扫一扫 | com.tencent.mm
打开微信 | com.tencent.mm
用QQ给马哥发送消息 | com.tencent.mobileqq
用QQ给马哥发送消息 | com.tencent.mobileqq
打开QQ | com.tencent.mobileqq
打开QQ | com.tencent.mobileqq
替我打开王者荣耀 | com.tencent.tmgp.sgame
打开微信 | com.tencent.mm
浏览器 | com.android.browser
打开百度文库 | com.baidu.wenku
发短信 | com.android.mms
今天的天气 | sina.mobile.tianqitongletv
打开QQ | com.tencent.mobileqq
清理后台 | com.letv.android.supermanager
微信给爸爸发图片 | com.tencent.mm
么么哒 | com.syezon.lvban
你好小乐打开掌上英雄联盟 | com.tencent.qt.qtl
打开影音先锋 | com.xfplay.play
打开支付宝 | com.eg.android.AlipayGphone
打开微信小程序 | com.tencent.mm
QQ | com.tencent.mobileqq
打开影音先锋 | com.xfplay.play
我想看黄片 | com.letv.android.client
打开管家 | com.letv.android.supermanager
我想观看有关与周相原的视频 | com.letv.android.client
打开阅读 | com.letv.android.reader
打开影音先锋 | com.xfplay.play
清理后台 | com.letv.android.supermanager
打开微信朋友圈 | com.tencent.mm
打开QQ音乐 | com.tencent.qqmusic
打开QQ聊天框 | com.tencent.mobileqq
更换桌面壁纸 | com.letv.android.wallpaperonline
打开微信 | com.tencent.mm
自拍照 | com.android.camera2
打开QQ | com.tencent.mobileqq
关闭照相 | com.android.settings
清除应用程序 | com.letv.android.supermanager
打开优酷 | com.youku.phone
打开导航 | com.autonavi.xmgd.navigator
打开腾讯视频 | com.tencent.qqlive
打开应用商店 | com.letv.app.appstore
打开微信公众号英国那些事儿 | com.tencent.mm
打开微信订阅号英国那些事儿 | com.tencent.mm
打开微信订阅号 | com.tencent.mm
在浏览器中打开h漫画网页 | com.android.browser
打开乐视商城 | com.letv.letvshop
设置 | com.android.settings
打开微信望加大院 | com.tencent.mm
打开QQ给天龙发消息 | com.tencent.mobileqq
打开QQ给钱龙发消息 | com.tencent.mobileqq
打开QQ给天龙发消息 | com.tencent.mobileqq
给天龙发一句操你妈 | com.tencent.mobileqq
爱奇艺 | com.qiyi.video
微信 | com.tencent.mm
浏览器 | com.android.browser
用微信跟妈聊天 | com.tencent.mm
用微信跟王家大院聊天 | com.tencent.mm
用微信跟王家大院聊天 | com.tencent.mm
打开微信王家大院 | com.tencent.mm
打开微信王家大院 | com.tencent.mm
打开微信王家大院 | com.tencent.mm
打开暴风魔镜 | com.baofeng.mj
用微信跟订阅好聊天 | com.tencent.mm
打开搜狗阅读 | com.sogou.novel
用搜狗阅读搜索明朝那些事儿 | com.sogou.novel
打开微信公众号 | com.tencent.mm
打开微信订阅号哥黑板报 | com.tencent.mm
用微信给马发五块钱的红包 | com.tencent.mm
用微信给妈发五块钱的红包 | com.tencent.mm
用微信跟妈聊天 | com.tencent.mm
给潘文熙发微信 | com.tencent.mm
打开QQ | com.tencent.mobileqq
打开蓝牙共享网络连接 | com.android.bluetooth
打开热点 | com.android.settings
打开蓝牙共享网络 | com.android.bluetooth
用QQ音乐打开 | com.tencent.qqmusic
微信付款 | com.tencent.mm
打开微信付款 | com.tencent.mm
打开支付宝付款 | com.eg.android.AlipayGphone
设置主题 | com.letv.android.themestore
相机 | com.android.camera2
打开微信 | com.tencent.mm
明天天气 | sina.mobile.tianqitongletv
查看世界时钟 | com.android.deskclock
查看世界时钟 | com.android.deskclock
换了壁纸 | com.letv.android.wallpaperonline
音乐 | com.android.music
你吃饭了吗 | com.dianping.v1
QQ | com.tencent.mobileqq
打开QQ | com.tencent.mobileqq
联系人 | com.android.contacts
音乐 | com.android.music
播放音乐 | com.android.music
打开乐视 | com.letv.android.client
播放第一集 | com.letv.android.client
打开微博 | com.sina.weibo
打开信息 | com.android.mms
优酷 | com.youku.phone
打开微信 | com.tencent.mm
打开微博 | com.sina.weibo
看微信消息给我儿子叫他快点回家 | com.tencent.mm
听音乐 | com.android.music
给我儿子发微信消息快点回家 | com.tencent.mm
手电筒 | com.frego.flashlight
QQ | com.tencent.mobileqq
高德导航 | com.autonavi.xmgd.navigator
打开QQ | com.tencent.mobileqq
高德导航 | com.autonavi.xmgd.navigator
打开高德导航 | com.autonavi.xmgd.navigator
微信扫一扫 | com.tencent.mm
查看天气 | sina.mobile.tianqitongletv
打开乐高铁 | com.lego.city.my_city2
支付宝 | com.eg.android.AlipayGphone
打开微信 | com.tencent.mm
打开微信 | com.tencent.mm
打开优酷 | com.youku.phone
我要反馈速度有点慢 | com.letv.android.bugreporter
天猫 | com.tmall.wireless
淘宝 | com.taobao.taobao
QQ | com.tencent.mobileqq
微信 | com.tencent.mm
清理后台 | com.letv.android.supermanager
系统升级 | com.mediatek.systemupdate
升级 | cn.bookse.ShengJi.mi
清理垃圾 | com.letv.android.supermanager
部落冲突 | com.supercell.clashofclans.mi
打开微信 | com.tencent.mm
掌上英雄联盟 | com.tencent.qt.qtl
掌上tgp | com.tencent.tgp
系统更新 | com.letv.android.ota
管家 | com.letv.android.supermanager
打开微信 | com.tencent.mm
应用管理 | com.android.settings
打开QQ | com.tencent.mobileqq
应用锁 | com.domobile.applock
乐迷 | com.letv.bbs
天气 | sina.mobile.tianqitongletv
微信二维码付款 | com.tencent.mm
微信扫一扫 | com.tencent.mm
相册 | com.android.gallery3d
微信朋友圈 | com.tencent.mm
好好找了帮我打开微信 | com.tencent.mm
帮我给刚好遇见你发一个红包 | com.tencent.mm
唱首歌 | com.android.music
乐视视频 | com.letv.android.client
高德导航 | com.autonavi.xmgd.navigator
高德导航去公司 | com.autonavi.minimap
查看世界时钟 | com.android.deskclock
查看微信下载文件 | com.letv.android.filemanager
打开QQ浏览器 | com.tencent.mtt
QQ空间动太 | com.tencent.mobileqq
遥控器 | com.letv.android.remotecontrol
打开快手 | com.smile.gifmaker
打开球球大作战 | com.nevergiveup.snakeslither
设置壁纸 | com.letv.android.wallpaperonline
微信扫一扫 | com.tencent.mm
我想打开地图 | com.baidu.BaiduMap
打开微信 | com.tencent.mm
计算机 | com.android.calculator2
日历 | com.android.calendar
天气 | sina.mobile.tianqitongletv
清理后台 | com.letv.android.supermanager
打开QQ | com.tencent.mobileqq
打开微信扫一扫 | com.tencent.mm
给好妈妈发红包 | com.tencent.mm
给好妈妈发QQ红包 | com.tencent.mm
QQ给好妈妈发红包 | com.tencent.mobileqq
查看QQ红包余额 | me.veryyoung.qq.luckymoney
QQ空间签到 | com.tencent.mobileqq
QQ空间 | com.tencent.mobileqq
QQ空间见到 | com.tencent.mobileqq
用QQ告诉庞小玲我爱你 | com.tencent.mobileqq
用QQ告诉唐逸的网址开 | com.tencent.mobileqq
我我要看小黄片 | com.letv.android.client
用QQ发给 | com.tencent.mobileqq
用QQ发给唐少听说 | com.tencent.mobileqq
用QQ告诉莫婷婷明天下午七点开会 | com.tencent.mobileqq
用QQ告诉穆婷婷明天 | com.tencent.mobileqq
用微信告诉爸爸 | com.tencent.mm
用微信艹找到爸爸的聊天界面 | com.tencent.mm
今日头条 | com.ss.android.article.news
和庞晓玲微信说你好 | com.tencent.mm
跟庞晓玲QQ发信息说我在家 | com.tencent.mobileqq
用QQ发给彭小凌说我在家 | com.tencent.mobileqq
打开网易云音乐 | com.netease.cloudmusic
发微博说今天心情很糟糕 | com.sina.weibo
用酷狗播放本地歌曲 | com.kugou.android
打开遥控器 | com.letv.android.remotecontrol
用百度地图搜索 | com.baidu.BaiduMap
播放吉姆餐厅 | com.netease.cloudmusic
清理后台 | com.letv.android.supermanager
播放成都 | com.letv.android.client
清理垃圾 | com.letv.android.supermanager
我要看2016年的照片 | com.android.gallery3d
我要看2016年我拍的照片 | com.letv.android.client
用QQ发给彭玲说我爱他 | com.tencent.mobileqq
用QQ发给庞晓玲说我爱他 | com.tencent.mobileqq
用QQ发给希红兵说明天下午王子开 | com.tencent.mobileqq
打开网易云音乐 | com.netease.cloudmusic
